id,day,weight,gender,adrenal,liver,heart,appendix,femstate,gonfat,bat,sulcer,kmethod,tail,blength,place,intestine,year,ADWBWind,gonind
rat38,244,93,2,56.5,5.46,0.55,1.77, ,0.21,0.093,2,1,11.5,15,3,116,8,0.60752688172043,0.19062035960865
rat39,244,128,2,55.5,5.51,0.64,1.31, ,0.56,0.15,1,1,14.2,16.5,3,157,8,0.43359375,0.444685821261446
rat40,230,153,1,43.5,5.65,0.64,1.97,4,0.87,0.134,1,1,14,16,3,111,8,0.284313725490196,0.625938430866495
rat41,322,88,2,42,5.68,0.43,1.21, ,0,0.153,1,1,12.1,14,3,122,8,0.477272727272727,0
rat42,251,139,1,60,5.8,0.7,1.4,4,1.6,0.11,2,3,14.5,17.5,1, ,3,0.431654676258993,0.955511445027436
rat43,251,139,2,38,5.9,0.7,1.9, ,0.9,0.14,1,3,15,19,1, ,3,0.273381294964029,0.641853886172395
rat44,217,137,1,61,5.92,0.49,3.02,4,0.93,0.104,1,1,14.8,15,3,122,8,0.445255474452555,0.657520002916794
rat45,12,131.6,2,77.5,6.1,0.69,1.2, ,0.303,0.242,3,3,13.5,16.5,2, ,3,0.588905775075988,0.264669298142708
rat46,12,230.4,1,135.5,6.1,1,1.8,4,0,0.482,3,3,15,21,2, ,3,0.588107638888889,0
rat47,169,92,2,60,6.16,0.48,0.28, ,0,0.113,2,1,13.2,16,3,119,7,0.652173913043478,0
rat48,17,123.2,2,51.5,6.2,0.7,1.7, ,1.34,0.355,1,3,13.5,18,2, ,3,0.418019480519481,0.85015092936961
rat49,258,121,1,56.5,6.26,0.6,0.73,4,0.17,0.137,1,1,14.5,17,3,115,8,0.466942148760331,0.157003748809665
rat50,12,132.4,2,54,6.3,0.726,2.2, ,0.197,0.223,3,3,12.5,18,2, ,3,0.40785498489426,0.179818426575836
rat51,169,109,2,61.5,6.32,0.49,1.64, ,0.21,0.179,2,1,13.4,16,3,121,7,0.564220183486238,0.19062035960865
rat52,251,182,2,65,6.4,0.9,2.1, ,1.4,0.125,2,3,15.5,18.5,1, ,3,0.357142857142857,0.8754687373539
rat53,81,104.4,1,51.5,6.4,1.6,1,4,0,0.296,2,3,10,15,2, ,5,0.493295019157088,0
rat54,17,122.9,1,62,6.4,0.7,2.1,4,0,0.403,1,3,13,17,2, ,3,0.504475183075671,0
rat55,269,105.4,2,33.5,6.4,0.5,1.3, ,1.52,0.109,1,1,11.7,14.5,3,127,6,0.317836812144213,0.924258901523332
rat56,196,102,2,34.5,6.44,0.42,1.19, ,0.3,0.063,1,3,13.5,14.5,3,101,8,0.338235294117647,0.262364264467491
rat57,162,88,2,37,6.54,0.51,1.2, ,0,0.072,1,1,13,13.5,3,103,8,0.420454545454545,0
rat58,258,131,1,83,6.55,0.6,1.52,4,0,0.1,1,1,15.4,18,3,134,8,0.633587786259542,0
rat59,45,112,2,74,6.6,0.6,0.6, ,0.3,0.257,4,3,12.5,17,2, ,5,0.660714285714286,0.262364264467491
rat60,177,130.6,2,85,6.6,0.7,1.1, ,0.2,0.1,2,3,14.1,18.4,2, ,5,0.650842266462481,0.182321556793955
rat61,177,113,2,73,6.68,0.83,2.31, ,0,0.056,1,1,15.2,16.5,3,119,8,0.646017699115044,0
rat62,83,90.2,1,44,6.7,0.4,1.2,4,0,0.339,2,3,11,15.5,2, ,5,0.48780487804878,0
rat63,81,63.4,2,47,6.7,0.5,1.3, ,0.05,0.216,2,3,10,14,2, ,5,0.741324921135647,0.048790164169432
rat64,66,120,2,55,6.7,0.5,2, ,0.2,0.293,4,3,12.5,16.5,2, ,5,0.458333333333333,0.182321556793955
rat65,177,124,1,48,6.82,0.59,1.58,4,0,0.336,2,1,13.2,16,3,118,8,0.387096774193548,0
rat66,230,236,2,83,6.89,0.84,3.77, ,2.2,0.188,2,1,15.6,18.5,3,129,8,0.351694915254237,1.16315080980568
rat67,82,82.2,2,44.4,6.9,0.6,1.6, ,0,0.354,2,3,10.5,13.5,2, ,5,0.54014598540146,0
rat68,127,244,2,44.5,6.96,1.03,3.03, ,0.71,0.222,4,1,15.2,20,3,107,7,0.182377049180328,0.536493370514568
rat69,166,208,2,33.5,7,0.999,1.8, ,2.2,0.233,1,3,15.3,21,1, ,3,0.161057692307692,1.16315080980568
rat70,16,185.1,1,66.5,7,0.8,1.7,4,0,0.357,1,3,16,20.5,2, ,3,0.359265262020529,0
rat71,261,196,1,51,7,0.64,3.13,4,6.8,0.263,1,1,14.2,20.4,9, ,2,0.260204081632653,2.05412373369555
rat72,221,151,2,62,7.06,0.73,2.32, ,0.29,0.165,1,1,14.5,17,3,117,7,0.410596026490066,0.254642218373581
rat73,16,146.6,2,52,7.1,0.8,1.9, ,0,0.287,1,3,14,19,2, ,3,0.354706684856753,0
rat74,196,104,1,52,7.12,0.5,1.17,4,0,0.175,2,1,12.3,14.5,3,120,8,0.5,0
rat75,196,131,2,52.5,7.15,0.38,2.34, ,0,0.083,1,3,14,15.5,3,133,8,0.400763358778626,0
rat76,167,170,1,40,7.3,0.74,1.9,4,3.3,0.52,1,1,15.5,20,1, ,3,0.235294117647059,1.45861502269952
rat77,175,149.5,2,10,7.3,0.8,1.6, ,0.4,0.3,1,3,14.6,19.2,2, ,5,0.066889632107023,0.336472236621213
rat78,262,132,1,63,7.33,0.6,1.89,1,0.5,0.205,1,1,13.6,16.5,3,114,8,0.477272727272727,0.405465108108164
rat79,66,195.9,1,121.5,7.4,1.1,1.9,4,0,0.178,4,3,15,22.5,2, ,5,0.620214395099541,0
rat80,196,140,2,72.5,7.47,0.73,2.43, ,0.43,0.148,2,3,14.8,17,3,135,8,0.517857142857143,0.357674444271816
rat81,81,88.7,1,50,7.5,0.5,1.4,4,0,0.23,3,3,10.5,15,2, ,5,0.56369785794814,0
rat82,169,116,1,80,7.61,0.54,2.47,4,0.34,0.133,4,1,13.9,17,3,128,7,0.689655172413793,0.29266961396282
rat83,177,130,1,46,7.69,0.52,2.01,4,0,0.166,1,1,13.2,16.5,3,113,8,0.353846153846154,0
rat84,166,152,1,44,7.7,0.71,2.2,4,2.2,0.145,1,3,13,18.5,1, ,3,0.289473684210526,1.16315080980568
rat85,244,187,1,83,7.75,0.73,4.25,4,0.45,0.151,1,1,15.1,19.5,3,146,8,0.443850267379679,0.371563556432483
rat86,16,142.8,1,60,7.8,0.7,4.3,4,0,0.362,1,3,14,17.5,2, ,3,0.420168067226891,0
rat87,191,184,2,100,7.9,0.8,1.9, ,0.8,0.2,1,3,16.8,19.7,2, ,5,0.543478260869565,0.587786664902119
rat88,230,134,1,61,7.93,0.59,1.83,4,0,0.187,1,1,14.3,16.5,3,122,8,0.455223880597015,0
rat89,177,116.5,1,77.5,7.99,0.42,1.98,4,0,0.141,1,1,12.8,14.5,3,124,8,0.665236051502146,0
rat90,178,143.7,1,90,8,0.5,2.3,4,0,0.1,2,3,13.9,17.2,2, ,5,0.626304801670146,0
rat91,0,270,1,45.5,8.25,0.71,7.12,4,7.72,0.532,1,4,18.2,21,7,131, ,0.168518518518519,2.16561923792089
rat92,177,149,1,84,8.28,0.58,1.95,4,0,0.167,2,1,13.5,17.5,3,125,8,0.563758389261745,0
rat93,230,175,2,90,8.28,0.6,2.05, ,1,0.107,1,1,15.1,18,3,134,8,0.514285714285714,0.693147180559945
rat94,171,147,1,60,8.3,0.7,2.1,4,0,0.12,1,3,13.7,17,2, ,5,0.408163265306122,0
rat95,258,188,1,67.5,8.38,0.72,3.02,4,0.52,0.089,1,1,16,19,3,134,8,0.359042553191489,0.418710334858185
rat96,64,156,1,70.5,8.43,0.67,4.48,4,0.37,0.168,1,1,15.5,19.5,3,141,7,0.451923076923077,0.314810739840034
rat97,196,133,1,61,8.47,0.65,2.06,4,0.56,0.283,1,1,14.5,16.5,3,125,8,0.458646616541353,0.444685821261446
rat98,167,220,1,90,8.5,1.1,2.3,1,3.2,0.15,2,3,14.5,20,1, ,3,0.409090909090909,1.43508452528932
rat99,16,210.7,2,99.5,8.5,1.1,3.2, ,1.2,0.451,2,3,15.5,21,2, ,3,0.472235405790223,0.78845736036427
rat100,169,126,2,44,8.5,0.65,2.37, ,0.49,0.12,1,1,14,16.5,3,117,7,0.349206349206349,0.398776119957368
rat101,148,199,2,53,8.57,0.93,3.92, ,1.78,0.314,1,1,15.8,19,3,137,8,0.266331658291457,1.02245092770255
rat102,166,254,2,39.5,8.6,1,1.3, ,6.1,0.383,1,3,15.5,21.5,1, ,3,0.155511811023622,1.96009478404727
rat103,56,209,1,70,8.6,1.2,3.6,4,0,0.224,1,1,14,20,1, ,4,0.334928229665072,0
rat104,45,198.3,1,118,8.6,1,2.9,4,0,0.365,4,3,14.5,19.5,2, ,5,0.59505799293999,0
rat105,196,179,1,81.5,8.62,0.68,4.29,4,1,0.219,1,1,15.1,18,3,150,8,0.455307262569832,0.693147180559945
rat106,0,253,1,88.5,8.64,0.81,5.77,4,14.48,0.198,1,4,16.8,20.5,8,136, ,0.349802371541502,2.73954886816158
rat107,0,303,1,51.5,8.68,0.88,4.08,4,6.36,0.544,1,4,16.4,21.5,6,122, ,0.16996699669967,1.99605993274078
rat108,172,145.1,2,70,8.7,0.6,2.1, ,0.2,0.1,1,3,14.3,17.8,2, ,5,0.482425913163336,0.182321556793955
rat109,269,259.5,2,61,8.7,1.1,1, ,1.8,0.156,1,1,16.4,21,3,131.5,6,0.235067437379576,1.02961941718116
rat110,196,183,1,76.5,8.74,0.67,3.45,1,1.49,0.261,3,1,14.4,18.5,3,134,8,0.418032786885246,0.912282710476616
rat111,64,137,1,96,8.78,0.68,1.35,4,1.22,0.292,2,1,12.5,16.5,3,141,7,0.700729927007299,0.797507195884188
rat112,339,179,2,67.8,8.79,0.73,2.42, ,1.35,0.336,1,1,13.7,18,3,121,6,0.37877094972067,0.854415328156068
rat113,167,220,2,60,8.8,0.8,2.3, ,3,0.32,1,3,15,20,1, ,3,0.272727272727273,1.38629436111989
rat114,179,167.6,1,90,8.8,0.6,2.4,4,0,0.1,2,3,15.1,20,2, ,5,0.536992840095465,0
rat115,16,216.2,1,97.5,8.8,1.1,6,4,0,0.373,2,3,15.5,21,2, ,3,0.450971322849214,0
rat116,276,137,1,55,8.8,0.59,1.71,4,0,0.217,1,1,13.8,18.5,3,120,7,0.401459854014599,0
rat117,94,141,1,96,8.86,0.67,1.53,4,0,0.259,3,1,13.8,15.5,3,131,7,0.680851063829787,0
rat118,0,275,1,95,8.88,0.77,5.46,4,8.46,0.428,1,4,17.5,21,7,104, ,0.345454545454545,2.24707238306379
rat119,18,227,2,48,8.9,1.2,2.2, ,0,0.213,4,3,17,19.5,1, ,4,0.211453744493392,0
rat120,166,253,2,48,8.9,1004,1.3, ,3.3,0.201,4,3,16,22,1, ,3,0.189723320158103,1.45861502269952
rat121,217,177,1,60,8.92,0.64,4.27,4,0.66,0.18,1,1,14.5,17,3,136,8,0.338983050847458,0.506817602368452
rat122,230,225,2,75,8.93,0.78,2.59, ,0.93,0.153,2,1,17,19.5,3,148,8,0.333333333333333,0.657520002916794
rat123,230,183,2,97.5,8.95,0.68,3.01, ,0.84,0.19,2,1,16.4,19.5,3,147,8,0.532786885245902,0.609765571620894
rat124,169,146,1,63,8.99,0.69,2.52,4,0.7,0.205,1,1,14.3,16.5,3,134,7,0.431506849315069,0.53062825106217
rat125,261,174,2,9.1,9,1.25,2.19, ,0,0.409,1,1,15,19.5,9, ,2,0.052298850574713,0
rat126,261,239,1,47,9,0.78,4.92,4,6.08,0.314,1,1,17.5,21,9, ,2,0.196652719665272,1.95727390770563
rat127,261,214,1,48,9,0.73,3.58,4,4.33,0.49,2,1,16.2,20.8,9, ,2,0.224299065420561,1.67335123817775
rat128,261,184,1,55,9,0.7,4.73,1,2.05,0.231,1,1,16.5,19.5,9, ,2,0.298913043478261,1.11514159061932
rat129,261,176,1,55,9,0.55,3.25,4,4.66,0.417,1,1,14.5,20,9, ,2,0.3125,1.73342389221509
rat130,261,155,1,68,9,0.55,3.19,4,1.6,0.187,1,1,15,18,9, ,2,0.438709677419355,0.955511445027436
rat131,261,148,2,77,9,0.57,1.83, ,0.144,0.158,1,1,16.5,17.5,9, ,2,0.52027027027027,0.134530892957606
rat132,244,208,1,85,9.02,0.87,3.89,4,1.77,0.228,1,1,16,19.5,3,141,8,0.408653846153846,1.01884732019925
rat133,169,204,2,79,9.06,0.77,3.61, ,1.24,0.17,1,1,16.5,18.5,3,145,7,0.387254901960784,0.806475865866949
rat134,174,169.5,2,82,9.1,0.6,1.1, ,1,0.3,1,3,15.6,19.5,2, ,5,0.48377581120944,0.693147180559945
rat135,12,229,1,111,9.1,1,1.6,4,0,0.431,1,3,16,21.5,2, ,3,0.48471615720524,0
rat136,251,175,2,70,9.2,0.9,2, ,1.6,0.15,1,3,15.5,20.5,1, ,3,0.4,0.955511445027436
rat137,166,211,1,74.5,9.2,0.9,2.5,1,3.6,0.3,1,1,15.5,20.5,1, ,3,0.353080568720379,1.52605630349505
rat138,19,179.8,2,102.6,9.2,0.9,1.3, ,1,0.337,3,3,15,19,2, ,3,0.5706340378198,0.693147180559945
rat139,148,286,2,85.5,9.21,1.01,2.96, ,2.54,0.46,2,1,16.5,20,3,147,8,0.298951048951049,1.26412672714568
rat140,196,101,1,38,9.22,0.42,2.44,4,0,0.113,1,1,12.4,14.5,3,117,8,0.376237623762376,0
rat141,251,224,1,90,9.3,1,2.9,1,3.5,0.2,4,3,16,19.5,1, ,3,0.401785714285714,1.50407739677627
rat142,83,128.5,1,56,9.3,0.8,1.7,4,0,0.313,1,3,12.5,17,2, ,5,0.43579766536965,0
rat143,177,137,2,62,9.31,0.58,1.67, ,0.43,0.178,1,1,13.6,16,3,112,8,0.452554744525547,0.357674444271816
rat144,0,332,1,79.5,9.38,0.98,4.72,4,16.56,0.622,1,4,18.4,21.5,7,140, ,0.239457831325301,2.86562358820697
rat145,70,232,2,54,9.4,0.8,3.3, ,2.3,0.58,1,1,16.9,20.5,3,133,9,0.232758620689655,1.19392246847243
rat146,196,192,1,69.5,9.42,0.86,2.84,2,0.62,0.339,1,1,15.5,18.5,3,159,8,0.361979166666667,0.482426149244293
rat147,169,238,2,85,9.43,0.92,4.6, ,1.66,0.355,1,1,16.6,21.5,3,148,7,0.357142857142857,0.978326122793608
rat148,16,200.5,1,113.5,9.5,1.1,2.1,4,0,0.326,3,3,16,20.5,2, ,3,0.566084788029925,0
rat149,45,156.5,1,121,9.5,0.8,2.4,4,0,0.388,2,3,14,19.5,2, ,5,0.773162939297125,0
rat150,148,141,2,54,9.59,0.66,2.8, ,0.7,0.209,1,1,14.5,16,3,124,8,0.382978723404255,0.53062825106217
rat151,251,233,2,40,9.6,1.1,1.6, ,3.1,0.175,1,3,17,22,1, ,3,0.171673819742489,1.41098697371026
rat152,126,158,1,82.5,9.6,0.717,1.8,4,0.43,0.199,1,3,13,18,1, ,5,0.522151898734177,0.357674444271816
rat153,167,222,1,90,9.6,1,2.1,3,2.6,0.39,3,3,14.5,20.5,1, ,3,0.405405405405405,1.28093384546206
rat154,82,136.4,2,48,9.6,0.7,1.4, ,0,0.254,1,3,13.5,16,2, ,5,0.351906158357771,0
rat155,276,189,2,91.5,9.6,0.73,3.35, ,1.22,0.318,1,1,14.9,19.5,3,139,7,0.484126984126984,0.797507195884188
rat156,64,264,2,78.5,9.63,1.28,2.97, ,3.14,0.398,1,1,17.1,21,3,127,7,0.297348484848485,1.42069578783722
rat157,221,111,1,49,9.66,0.48,2.49,4,0,0.155,1,1,13.5,15,3,112,7,0.441441441441441,0
rat158,177,154,1,72,9.79,0.74,1.93,4,0,0.261,2,1,13.9,17.5,3,138,8,0.467532467532468,0
rat159,56,281,1,154,9.8,1.5,4.5,4,0,0.6616,2,1,18,22,1, ,4,0.548042704626335,0
rat160,172,170.3,2,100,9.8,0.8,1.5, ,0.7,0.2,4,3,13.7,20.4,2, ,5,0.587199060481503,0.53062825106217
rat161,162,307,2,50.5,9.91,0.99,5.06, ,2.3,0.325,1,1,16.5,21,3,120,8,0.164495114006515,1.19392246847243
rat162,169,358,2,106,9.93,1.41,4.52, ,1.96,0.524,1,1,17.5,22.5,3,153,7,0.29608938547486,1.08518926833597
rat163,167,192,2,60,10,0.92,2, ,9.9,0.19,2,3,15,20,1, ,3,0.3125,2.3887627892351
rat164,17,165.6,2,82,10,0.8,2.4, ,1.1,0.237,1,3,14.5,18.5,2, ,3,0.495169082125604,0.741937344729377
rat165,169,287,2,95,10,1.02,2.84, ,1.81,0.295,1,1,16.5,21.5,3,121,7,0.331010452961672,1.03318448334565
rat166,261,272,1,85,10,0.96,4.56,1,6.73,0.408,1,1,17,23,9, ,2,0.3125,2.04510886259933
rat167,261,307,1,98.5,10,1.08,2.71,4,2.49,0.406,1,1,17,22.5,9, ,2,0.320846905537459,1.24990173621434
rat168,250,315,2,70,10.1,1.6,1.9, ,2.7,0.25,1,3,17,24,1, ,3,0.222222222222222,1.30833281965018
rat169,169,288,2,112,10.12,1.08,2.51, ,4.07,0.326,1,1,16.6,22.5,3,142,7,0.388888888888889,1.62334081760309
rat170,250,204,1,50,10.2,0.9,3.1,4,2.4,0.245,3,3,17,19,1, ,3,0.245098039215686,1.22377543162212
rat171,166,230,1,87,10.2,1.3,4.2,1,4.5,0.229,1,3,14.5,22,1, ,3,0.378260869565217,1.70474809223843
rat172,250,256,1,140,10.3,1,2.2,1,4.4,0.32,3,3,17,21,1, ,3,0.546875,1.68639895357023
rat173,0,273,1,78,10.34,0.97,6.79,4,5.43,0.482,1,4,17.5,20.5,6,146, ,0.285714285714286,1.86097453824953
rat174,244,242,1,85,10.35,0.83,3.14,3,3.42,0.273,1,1,17,20,3,134,8,0.351239669421488,1.48613969608961
rat175,0,350,1,86,10.38,0.82,7.99,4,17.56,0.717,2,4,17.4,21.5,8,135, ,0.245714285714286,2.92100872735805
rat176,17,261.6,2,87.5,10.4,1.2,2.3, ,1.1,0.402,1,3,15,23,2, ,3,0.334480122324159,0.741937344729377
rat177,30,270,1,105,10.4,1.24,3.18,4,1.85,0.48,1,1,16,20,3,136,7,0.388888888888889,1.04731899428056
rat178,177,175,1,91.5,10.42,0.64,3.63,4,0,0.368,1,1,15.6,18,3,136,8,0.522857142857143,0
rat179,82,224.9,1,141.1,10.5,0.9,3,1,0,0.228,4,3,15,23,2, ,5,0.627389951089373,0
rat180,192,212.4,1,170,10.5,0.7,2.5,4,0,0.4,2,3,15.7,20.4,2, ,5,0.800376647834275,0
rat181,0,397,1,63,10.5,1.04,7.41,4,26.49,0.97,1,4,17.9,22,7,142, ,0.158690176322418,3.31382230217715
rat182,0,359,1,87.5,10.54,0.99,8.2,4,26.6,0.685,1,4,18.1,22,6,138, ,0.243732590529248,3.3178157727231
rat183,12,26.7,2,6.76,10.6,1.1,3.7, ,2.3,0.564,3,3,16.5,23,2, ,3,0.253183520599251,1.19392246847243
rat184,184,286.3,2,220,10.6,1,3, ,2.2,0.2,2,3,17,20,2, ,5,0.768424729304925,1.16315080980568
rat185,0,364,1,77.5,10.69,0.97,7.53,4,13.45,0.772,1,4,17.8,20.5,7,126, ,0.212912087912088,2.67069441455844
rat186,16,263.6,2,114.5,10.7,0.9,3.8, ,2,0.608,1,3,15.5,21.5,2, ,3,0.434370257966616,1.09861228866811
rat187,0,324,1,63.5,10.75,0.82,5.72,4,7,0.764,1,4,18.2,20.5,7,138, ,0.195987654320988,2.07944154167984
rat188,0,366,1,65,10.75,0.87,6.32,4,25.09,0.821,1,4,17.2,22,7,120, ,0.177595628415301,3.26155209914864
rat189,79,292,2,79.9, , , , ,1.54,0.969,1,1,14.2,20.3,5, , ,0.273630136986301,0.932164081030445
rat190,79,269,2,84.4, , , , ,1.56,1.148,1,1,15.6,20.7,5, , ,0.313754646840149,0.940007258491471
rat191,70,215,2,69.5,10.8,1.1,3.8, ,2.6,0.396,1,1,14.4,19,3,136,9,0.323255813953488,1.28093384546206
rat192,0,367,1,90,10.8,0.84,7.81,4,10.82,0.601,1,4,17.1,21.5,7,130, ,0.245231607629428,2.46979301197795
rat193,196,123,2,62,10.82,0.44,1.16, ,0.3,0.173,1,1,13.6,15.5,3,130,8,0.504065040650406,0.262364264467491
rat194,135,252,2,46,10.84,1.17,2.1, ,1.23,0.452,1,1,15.5,21.5,3,138,8,0.182539682539683,0.802001585472027
rat195,169,320,2,58.5,10.84,1.24,4.43, ,1.5,0.313,1,1,16.5,20.5,3,138,7,0.1828125,0.916290731874155
rat196,30,201,2,78,10.89,1.05,4.03, ,0.93,0.35,5,1,15.8,19,3,136,7,0.388059701492537,0.657520002916794
rat197,251,312,2,60,10.9,1.3,1.6, ,5.6,0.225,1,3,16.5,21.5,1, ,3,0.192307692307692,1.88706964903238
rat198,258,248,1,102.5,10.95,0.85,2.48,1,3.28,0.149,1,1,15.5,20,3,142,8,0.413306451612903,1.45395300959371
rat199,167,221,2,30,11,0.9,1.6, ,3.2,0.42,1,1,15.5,20,1, ,3,0.135746606334842,1.43508452528932
rat200,60,231.5,1,126.2,11,1.1,3.4,1,0,0.177,4,3,16,21.5,2, ,5,0.545140388768898,0
rat201,261,205,1,62,11,0.78,3.81,1,2.17,0.26,1,1,16,20,9, ,2,0.302439024390244,1.15373158788919
rat202,261,214,1,70,11,0.64,3.3,4,1.79,0.282,1,1,17,20,9, ,2,0.327102803738318,1.02604159583327
rat203,261,214,1,72,11,0.74,3.6,4,7.35,0.235,1,1,16.5,20.5,9, ,2,0.336448598130841,2.12226153886276
rat204,261,307,2,75,11,1.3,3.01, ,2.95,0.591,1,1,18,22.5,9, ,2,0.244299674267101,1.37371557891303
rat205,0,367,1,82,11.05,0.85,7.93,4,17.04,0.599,1,4,17.3,21.5,6,134, ,0.223433242506812,2.89259151463448
rat206,127,226,2,71.5,11.08,1.03,2.64, ,1.31,0.462,1,1,16,19.3,3,152,7,0.316371681415929,0.837247524533702
rat207,258,199,2,115,11.1,0.61,4.45, ,1.77,0.236,2,1,15.2,18.5,3,137,8,0.577889447236181,1.01884732019925
rat208,0,330,1,61.5,11.11,0.82,7.53,4,17.71,0.691,1,4,17.5,21.5,8,122, ,0.186363636363636,2.929058140286
rat209,0,370,1,66,11.15,1.06,8.8,4,15.74,0.696,1,4,18.4,22,7,130, ,0.178378378378378,2.81780106506133
rat210,127,239,2,54,11.24,1.14,2.19, ,2.42,0.343,1,1,15.5,20.5,3,110,7,0.225941422594142,1.22964055107451
rat211,135,311,2,50,11.25,1.25,4.15, ,4.36,0.598,1,1,16.8,22,3,138,8,0.160771704180064,1.67896397508271
rat212,196,221,1,75,11.25,0.74,4.79,4,1.76,0.094,1,1,15,20,3,130,8,0.339366515837104,1.01523067972906
rat213,0,385,1,101.5,11.26,0.96,5.61,4,14.74,0.8,1,4,17.8,21.5,7,148, ,0.263636363636364,2.75620524298926
rat214,169,211,1,95.5,11.27,0.86,2.35,2,0.24,0.236,1,1,15.5,19.5,3,135,7,0.45260663507109,0.215111379616945
rat215,251,298,2,60,11.3,1.3,2.2, ,3.7,0.315,1,3,17,22.5,1, ,3,0.201342281879195,1.54756250871601
rat216,64,254,1,100,11.3,0.98,1.99,1,0.79,0.43,2,1,15.8,23.5,3,143.5,7,0.393700787401575,0.582215619852664
rat217,30,266,2,114.5,11.3,1.17,3.28, ,1.51,0.55,2,1,15.7,21,3,131,7,0.430451127819549,0.920282753143692
rat218,0,383,1,62,11.3,0.98,8.94,4,23.08,0.952,1,4,18.3,22.5,8,140, ,0.161879895561358,3.18138162044062
rat219,248,328,2,89.5,11.33,1.17,2.39, ,3.06,0.282,1,1,16.5,21.5,3,127,7,0.272865853658537,1.40118297361364
rat220,94,178,2,50,11.35,0.91,3.02, ,0.92,0.354,1,1,13.8,18,3,132,7,0.280898876404494,0.65232518603969
rat221,244,356,2,79,11.36,1.15,3.91, ,4.43,0.234,1,3,16.5,22,3,147,8,0.221910112359551,1.69193913394584
rat222,177,207,1,84.5,11.38,0.84,3.55,4,0,0.201,1,3,15.5,18,3,143,8,0.408212560386473,0
rat223,167,281,2,40,11.4,1.1,1.8, ,6.4,0.48,4,3,16,22.5,1, ,3,0.142348754448399,2.00148000021012
rat224,167,282,1,120,11.4,1.2,1.8,1,3.7,0.26,2,3,16.5,22.5,1, ,3,0.425531914893617,1.54756250871601
rat225,81,156.3,1,70.5,11.4,0.7,2.8,4,0,0.481,2,3,13,19,2, ,5,0.4510556621881,0
rat226,230,270,2,72.5,11.41,0.87,3.23, ,3.27,0.291,2,1,16.5,20.5,3,138,8,0.268518518518519,1.45161382724053
rat227,244,184,1,105.5,11.42,0.67,2.63,3,1.08,0.165,2,1,15.5,18,3,132,8,0.573369565217391,0.732367893713227
rat228,0,428,1,79.5,11.49,0.99,6.32,4,25.29,0.632,1,4,17.2,22.5,6,132, ,0.185747663551402,3.26918863874179
rat229,250,276,1,85,11.5,1,1.1,1,5.6,0.25,1,3,16.5,20.5,1, ,3,0.307971014492754,1.88706964903238
rat230,12,334,2,97.5,11.5,1.5,2.3, ,1.2,0.28,2,3,17.5,23,2, ,3,0.291916167664671,0.78845736036427
rat231,81,193.5,1,102,11.5,0.9,2.5,4,0,0.175,2,3,14,19.5,2, ,5,0.527131782945736,0
rat232,166,226,1,90,11.6,1.3,2.1,1,0.5,0.151,1,3,16.5,20.5,1, ,3,0.398230088495575,0.405465108108164
rat233,169,204,1,134,11.68,0.91,3.4,4,0.83,0.402,2,1,15.9,19.5,3,140,7,0.656862745098039,0.60431596685333
rat234,127,314,2,62,11.77,1.34,3.22, ,2.55,0.375,1,1,16.5,22,3,139,7,0.197452229299363,1.26694760348732
rat235,0,310,1,86.5,11.77,0.82,8.62,4,9.46,0.603,1,4,17.4,21,6,134, ,0.279032258064516,2.34755845863678
rat236,17,267.7,2,91,11.8,1.1,3.2, ,1,0.495,4,3,16,22,2, ,3,0.339932760552858,0.693147180559945
rat237,196,187,1,72,11.8,0.68,3.11,1,0.62,0.273,1,1,15,17,3,136,8,0.385026737967914,0.482426149244293
rat238,0,329,1,62,11.82,0.96,5,4,11.06,0.401,1,4,17.3,20.5,6,131, ,0.188449848024316,2.48989419129904
rat239,217,210,2,44.5,11.83,0.69,2.2, ,2.35,0.178,1,1,16,19,3,132,8,0.211904761904762,1.20896034583698
rat240,0,367,1,139,11.84,0.9,7.58,4,20.69,0.887,1,4,17.5,22,7,136, ,0.37874659400545,3.07685132483878
rat241,221,259,2,63.5,11.87,0.95,2.81, ,2.38,0.302,2,1,16.8,21.5,3,131,7,0.245173745173745,1.21787570949493
rat242,258,271,1,106,11.88,1.08,3.72,4,1.72,0.242,1,1,16,20,3,135,8,0.391143911439114,1.00063188030791
rat243,94,154,1,88.5,11.91,0.69,2.1,4,0.59,0.232,1,1,14.1,17,3,129,7,0.574675324675325,0.46373401623214
rat244,30,237,2,80,11.97,0.99,3.35, ,2.41,0.35,1,1,15.3,19,3,141.5,7,0.337552742616034,1.22671229129543
rat245,230,176,1,63.5,11.99,0.65,2.39,4,0.68,0.15,1,1,15.5,19,3,130,8,0.360795454545455,0.518793793415168
rat246,83,136.9,2,49.5,12,0.6,2.3, ,0,0.355,1,3,13,16,2, ,5,0.361577794010226,0
rat247,261,301,1,74,12,0.96,5.05,1,4.97,0.34,1,1,17,22.5,9, ,2,0.245847176079734,1.78674692740451
rat248,261,211,1,86,12,0.84,3.11,1,4.3,0.289,1,1,15.5,20,9, ,2,0.407582938388626,1.66770682055808
rat249,261,281,1,106,12,1.02,6.14,1,2.84,0.398,1,1,12,23.5,9, ,2,0.377224199288256,1.34547236659964
rat250,261,363,1,114,12,1.29,6.56,1,3.01,0.954,1,1,17,23.5,9, ,2,0.31404958677686,1.38879124131848
rat251,261,336,1,120,12,1.33,4.2,1,4.85,0.77,1,1,17.5,23,9, ,2,0.357142857142857,1.76644166124377
